track_id,Title,Album,Contributing artists,MFCC,Spectral Centroid,Zero Crossing Rate
002111,hawks and sparrows,Lucky Dragons,Untitled,"[-100.90644    158.24927    -21.424456    40.651035    -2.6298928
   23.791779    -5.515756     4.58654      9.220563     9.378828
    9.795465     1.5618005    7.4360447]",1936.2596429110451,0.034678735493230174
002113,hawks and sparrows,Lucky Dragons,Untitled,"[-93.729416   165.21207    -66.39225     36.634205   -46.44437
  14.981832   -25.29851     11.080826   -20.561787     0.34052867
  -6.742928    -3.7945821   -6.429526  ]",2338.2323033486,0.053818162700910145
003258,Adept Live at WFMU on Keili's Show 10/26/2008,Adept,Haul,"[-253.026       164.94208     -12.351512     43.636417      9.268062
   25.579426      0.49200228    9.510147      4.3295794     5.0982366
    1.4692394     5.9110656     2.2995684 ]",1858.4073517166917,0.02606385553834237
003287,Live at WFMU on Liz B's Show on 8/11/2008,Au,Kauai,"[-152.63045    152.84879    -38.50278     60.73213     -9.226101
   23.572226     2.1193128    9.377119     4.616268    14.586123
   -0.2674878    1.1822009    2.5184002]",2336.493340504308,0.03920435656431335
003351,Live at WFMU on Terre T's show 8/23/08,Apache,Boys Life,"[-1.4476144e+02  1.7386041e+02 -3.5998714e+01  4.5607773e+01
 -5.5266533e+00  2.3514894e+01 -1.2392895e+01  4.8299336e+00
 -3.4042161e+00  1.7247494e-01 -6.6297116e+00  1.7815579e+00
  2.3213341e+00]",2007.717424101064,0.03638913654497099
003399,Live at WFMU on Liz Berg's Show on 5/19/2008,Bonde Do Role,Full Set (radio edit),"[-394.27814    131.99425     -2.1208146   10.940057    11.052525
   14.015725    -1.2955872   -4.244385    -3.8743408   -3.348456
    2.2884321   -1.5567721   -3.4741416]",2017.9215573034871,0.03733630664213788
003502,Live at WFMU on Brian Turner's Show on 12/12/2006,Clockcleaner,New Slow,"[-1.6441235e+02  2.0575600e+02 -5.7817734e+01  2.3081072e+01
  3.9385171e+00  9.6340857e+00  1.4999866e+00 -2.7028385e-01
  1.1402326e+01  2.8804266e+00  5.9773026e+00  8.4190622e-02
  5.1211448e+00]",1608.8043528977823,0.039313157338007734
003532,Live at WFMU on Liz Berg's Show on 6/13/2008,Cryptacize,Heaven Is Human,"[-2.9669211e+02  1.5872021e+02 -2.3505398e+01  4.0328114e+01
  3.9941511e+00  9.1946430e+00 -1.9979526e+00 -1.4044716e+00
 -1.2499811e-02 -9.6744480e+00 -3.9080830e+00 -4.9502215e+00
 -9.6650476e+00]",1912.6029135935642,0.04244042402079304
003540,Live at WFMU on Liz Berg's Show on 6/13/2008,Cryptacize,Live at WFMU (Full set),"[-368.04437    157.60626    -30.839785    26.311865    13.732799
    2.9207115    1.7742066   -3.9113958   -1.7978115    0.567079
   -8.815017   -10.640296   -10.503076 ]",1804.8748799399216,0.03436536659816248
003545,Live at WFMU on Michael Goodstein's Show on 9/13/2008,Crystal Stilts,Crystal Stilts,"[-118.11135    193.06805    -45.24723     36.41154     -3.084999
   23.001757   -14.311127     5.0419674   -1.0799557    0.5471949
   -4.228764    -1.6041446    5.5957108]",1806.314392766578,0.03973381588491296
003593,Live at WFMU on Pat Duncan's Show on 3/23/2006,Double Dagger,I Was So Bored I Wanted To Hang Myself on the Dancefloor,"[-1.4126883e+02  1.7000742e+02 -5.6819138e+01  3.6188843e+01
 -1.2665608e+01  3.3148273e+01 -2.9726315e+00  8.0009842e+00
 -3.3921111e+00 -1.7352055e+00  3.7358265e-02  2.0555146e+00
  3.8682230e+00]",2211.3060941521057,0.04955165871901627
003610,Live at WFMU on Evan Muse's Show on 3/30/2008,FM3,Buddha Boxing,"[-190.23973    168.31639    -20.649443     1.468154    -3.507474
  -21.311712   -22.178986    -7.528771    -8.892424   -27.213152
  -19.28908      0.4524275   -9.12447  ]",2087.911147646088,0.03471656994335786
003612,Live at WFMU on Evan Davies's Show on 9/16/2008,Fallen Leaves,Did You See Her,"[-129.53612     168.46979     -45.64043      42.34735      -0.85658586
   24.885908    -11.542542      5.3351803    -1.2583102     5.073296
   -3.6053388     5.0787706     6.2595134 ]",2080.349050418703,0.04361758794729207
003633,Live at WFMU on Marty McSorley's Show,Foot Village,Clubtraxxx II,"[-253.83762      97.63613     -26.43702      39.033627    -10.665672
   12.485299     -3.3974545     9.414676     -4.845185      5.787285
   -2.027017      0.29928887   -2.9449334 ]",3819.6197079450326,0.11193994046179884
003678,Live at WFMU on Dan Bodah's Show 12/7/08,Haale,Navayee,"[-276.85535    182.54        -8.807016    28.178593     8.151754
    3.8745189   -8.619476     4.984636     3.456125   -17.286192
    6.1484437    3.7600687  -11.900987 ]",1515.934156582083,0.03030482971049574
003686,Live at WFMU on Terre T's Show on 11/18/2006,Hank IV,Hole In My Eye,"[-112.34386    165.92258    -44.288364    43.54209    -15.829946
   23.271158    -6.773197    10.2900715   -8.146261     9.208782
   -4.947299     4.234597     0.5264552]",2338.4318998427393,0.04818004261363636
003699,Hank IV Live at WFMU on Brian's Show on 11/18/2008,Hank IV,My Anger,"[-62.7821    143.48566   -45.353413   44.0943    -19.814758   15.382705
  -8.393133   12.129297  -11.0235      5.2186866  -3.9181137   7.9203033
  -4.292065 ]",3087.97769032362,0.07428070599613153
003701,Hank IV Live at WFMU on Brian's Show on 11/18/2008,Hank IV,Interview with Brian Turner,"[-385.60715     133.42038      17.038845     27.364794     27.118683
   26.045969      3.9252622     3.5970972     4.134863     -5.6654353
   -1.3903171     3.8243766    -0.69412553]",1598.5993931466776,0.024461473948259187
003727,Live at WFMU on Airborne Event 6/8/2008,Japanische Kampfhorspiele,Zieh Die Jacke Falschrum An / Schwanzverglisse,"[-164.88599    151.97058    -50.40151     40.15         1.710544
   17.868523    -7.6930676   13.043317    -4.1265535    8.595548
    1.0903382    6.713336     1.5422488]",2618.6066862563075,0.060300843277982186
003758,"Live on WFMU's Brian Turner Show, Election Day 2008",Killdozer,Gates Of Heaven,"[-103.07599     155.79147     -59.48569      49.496754     -1.7815422
   27.776094     -8.765534      8.585867      5.2372975     1.4856664
   -3.390174      6.2276464     0.19137076]",2713.5010254411845,0.06999138660541586
003791,Live at WFMU on Pat Duncan's Show on 4/3/2008,Laws of Gravity,Sacrifice,"[-163.8923     152.12645    -50.486763    48.92291      9.568998
   16.844112    -4.350245    12.994593     4.272234     7.7769203
    2.2725608    3.5143845    1.5417097]",2441.861701695403,0.054501794272850505
003805,Live at WFMU on Jason Sigal's Show on 10/28/2008,Lazy Magnet,Conquest America,"[-305.8017     169.7353      66.66106     54.83574     12.289595
   29.767817     6.6297874   11.33844      4.7148795    7.2958584
    5.2952814    4.8765087    4.379625 ]",770.5790023868801,0.010053449966111542
003830,Live at WFMU on Liz Berg's Show on 6/18/2007,Lexie Mountain Boys,Part 05,"[-280.57098    173.76341    -24.757713    14.362316    -2.4680862
   -1.7105854  -20.268942    -6.34906     -3.0080042  -15.832756
   -6.6039157   -1.8258096   -5.518466 ]",1674.769716037924,0.0343540466450426
003861,Live at WFMU on Liz B's Show on 7/14/2008,Los Fancy Free,Dinosaurs,"[-296.98764     144.79195     -12.591053     36.376476      6.7253923
   23.933598     -1.6770833    -2.5692823     0.47884402   -1.4937557
   -0.5123428     6.5463147     3.040936  ]",2579.312946669971,0.054095019304318356
003867,Los Llamarada Live at WFMU on Brian's Show on 11/18/2008,Los Llamarada,Part 02,"[-167.77252     200.71022     -38.30801      37.38781       0.38249442
   -2.5282428    -4.940483      1.6209677    -4.7731166    -6.3061566
   -1.1627343    -6.5086937    -4.891147  ]",1585.8044028361792,0.03364966150870406
003876,Live on WFMU July 21 1996; Live At The Stork Club with Stork,Love Craft,Manouche,"[-263.71213    194.22885     -5.086513    52.041718    11.453646
    9.373628    11.198613     1.8192124   -1.4157932   -2.3854687
   -4.1693544   -5.3461614   -4.5300207]",1074.3590450841682,0.01576267186289698
003909,Live at WFMU on Irene Trudel's Show on 10/13/2008,Michael Chapman,Dewbury Road / That Time of Night,"[-2.0281094e+02  2.0520483e+02  5.8723421e+00  3.2935596e+01
  9.3178825e+00  3.3024287e+00 -4.8801546e+00 -4.9733922e-01
 -3.3461828e+00  8.0203646e-01 -1.0330449e-02 -2.0009615e+00
 -2.3812633e+00]",993.3513872229757,0.019207872409953523
003974,Live at WFMU on The Cherry Blossom Clinic 4/29/2006,Modey Lemon,Mountain Mist,"[-66.72871    162.93002    -49.604935    37.056484   -25.736755
  20.34855     -0.2720583   16.250418    -6.391138    15.18016
   1.2547112   11.856571    -0.22962005]",2674.837583190828,0.06892367835011619
003986,Live at WFMU on the Cherry Blossom Clinic 9/6/2002,Modey Lemon,Jesus Christ for Dinner,"[-70.202515  180.6148    -43.971157   46.67061    -2.880529   17.80286
  -3.5477588   9.935397   -4.468666    3.2181888  -1.6783297  -1.4461184
  -3.9697983]",1927.2909526161345,0.03650271107668474
004106,Live at WFMU on Brian Turner's Show on 12/18/2007,Psychedelic Horseshit,??,"[-2.0936943e+02  1.8584061e+02 -4.7498104e+01  3.0880863e+01
  1.9248086e-01  9.7331324e+00 -1.0603475e+01 -3.3578064e+00
 -3.1187735e+00 -1.6043203e+00 -3.3849791e-01  1.9119346e+00
 -1.1094813e+00]",1907.143619881359,0.04633017494916731
004120,Live at WFMU on Trent Wolbe's Show on 10/20/2008,Rainbow Arabia,Omar K,"[-178.9499     161.94191    -19.48621     10.866375    17.594015
   29.37622      1.2480358   11.270677    -3.8230782   13.246325
   11.97429      3.4969308   -0.810555 ]",1984.344749740223,0.04378267801015474
004131,Razor Bois Live at WFMU on Pat Duncan's Show on 6/12/2008,Razor Bois,Still Out,"[-180.26201     159.81401     -20.741411     46.22566       0.45298806
   25.590654     -1.7849492     6.4878054     0.7167301     8.809407
    0.8718459     6.8996744     4.49995   ]",2023.339653762063,0.03298363455029014
004134,Razor Bois Live at WFMU on Pat Duncan's Show on 6/12/2008,Razor Bois,Count You Out,"[-191.37553     152.02412     -18.945213     48.150234      1.5350685
   26.27651      -2.947446      7.2819715    -2.2469044     8.5356245
   -0.96315545    5.4961505     3.083163  ]",2184.637871442455,0.03558163080270793
004173,"Live at WFMU on The Long Rally with Scott M, Show on 7/16/2008",The Shamblers,Were Streaking,"[-191.59236     159.22176     -17.928635     28.045279      4.6687536
   10.562521    -15.932317      3.8732924    -2.8912973    -0.34791785
   -6.2471247     2.1029332     1.8541248 ]",2294.9037692704837,0.04461832839700194
004210,Live at WFMU on Benjamen Walker's Show on 9/8/2008,Silver Jews,Pony,"[-1.8187132e+02  1.6561345e+02 -1.2309174e+01  2.9642670e+01
  1.6648668e+01  1.6629986e+01  1.8079105e-01  4.9111853e+00
  3.5869141e+00  3.6175730e+00  2.1198013e+00  5.5059080e+00
 -1.1877177e-01]",1942.8993013988088,0.03319688437984121
004212,Live at WFMU on Benjamen Walker's Show on 9/8/2008,Silver Jews,Horseleg Swastikas,"[-214.43233     179.32805      -5.185449     25.092434     11.785308
    9.4050255    -3.6128325     0.54566807    0.74888337   -2.6066523
   -1.6241995     2.0834072    -1.1117153 ]",1677.0798460409658,0.030898097497582204
004225,Live at WFMU on Irene Trudel's Show on 5/12/2008,The Snow,Undertow,"[-240.14645    173.53014    -17.077156    36.93941      6.810765
   15.4618435   -4.9271517    3.315015    -3.6626775   -2.8184772
   -2.0411768    1.1856613   -1.5069166]",1729.75591377715,0.03270179518057707
004236,Live at WFMU on Rob Weisberg's Show on 4/7/2007,The Sounds of Taraab,Enyi Wana Damu  Sharmila and Black Star Orchestra,"[-385.4728     145.03415    -12.479809    20.728676     5.5687366
   -3.47709     -9.029331     8.908221    -5.1636486  -12.611815
   -2.0729244  -10.81591     -9.598655 ]",1863.1910398313448,0.044791918520309476
004254,Live at WFMU on Joe Belock's Show on 7/19/2001,Steve Wynn,Drought,"[-232.48119     160.29008     -36.11657      50.708393     -2.1105897
   19.082287    -14.048651      7.014737     -4.813017      0.82830733
    0.74218684    0.85637534   -2.4449577 ]",2254.801261388848,0.043893118222308285
